0.000000000	1	0.391836735
0.406349206	2	5.413151927
0.420861678	3	2.670294785
19.374149660	1	2.670294785
38.690249433	1	5.064852608
60.081632653	1	5.253514739
74.057142857	1	2.060770975
84.578684807	1	2.452607710
106.637641723	1	2.046258503
117.696145125	1	1.799546485
125.053968254	1	5.195464853
138.753741497	1	2.452607710
146.590476190	1	5.398639456
171.682539683	1	1.959183673
192.943310658	1	2.365532880
204.379138322	1	1.697959184
214.915192744	1	2.031746032
226.104308390	1	1.683446712
235.900226757	1	2.742857143
258.031746032	1	2.220408163
280.192290249	1	1.770521542
290.365532880	1	2.438095238
301.249886621	1	3.381405896
