5.433469388	1	10.501224490
15.952108844	1	10.483809524
26.435918367	1	10.501224490
36.937142857	1	10.466394558
47.403537415	1	10.518639456
57.922176871	1	10.501224490
68.423401361	1	10.448979592
78.872380952	1	10.501224490
89.391020408	1	10.483809524
99.874829932	1	10.466394558
110.358639456	1	10.501224490
120.859863946	2	8.585578231
131.311746032	1	10.483809524
141.815873016	1	10.504126984
152.340317460	1	10.483809524
162.844444444	1	10.443174603
173.307936508	2	8.634920635
183.812063492	1	10.463492063
194.295873016	1	10.483809524
204.779682540	1	10.504126984
215.283809524	1	10.443174603
225.767619048	1	10.463492063
236.210793651	2	3.352380952
