0.092879819	1	18.297324263
18.442448980	2	1.175510204
32.043537415	1	1.114557823
43.421315193	1	3.308843537
59.994557823	1	1.567346939
96.275736961	1	0.986848073
105.679818594	1	2.205895692
123.356009070	1	1.015873016
136.765532880	1	5.021315193
153.367800454	1	2.118820862
163.700680272	1	1.219047619
182.799092971	1	0.928798186
191.837460317	1	1.381587302
202.077460317	1	1.259682540
250.453333333	1	1.564444444
259.860317460	1	1.137777778
262.176507937	1	1.097142857
270.384761905	1	1.523809524
282.209523810	1	1.056507937
299.296507937	1	2.113015873
309.089523810	1	1.767619048
315.225396825	1	1.605079365
