13.142494331	1	11.284897959
24.427392290	1	11.563537415
35.990929705	1	11.470657596
47.508027211	1	11.563537415
59.071564626	1	11.377777778
70.495782313	1	11.331337868
81.920000000	1	11.517097506
93.483537415	1	11.470657596
104.954195011	1	11.517097506
116.471292517	2	4.272471655
124.180317460	2	3.668752834
127.849070295	1	11.517097506
139.366167800	1	11.424217687
150.836825397	1	11.424217687
162.307482993	1	11.377777778
173.731700680	1	11.470657596
185.295238095	1	11.424217687
196.765895692	1	11.470657596
208.190113379	1	11.470657596
219.707210884	1	11.470657596
231.270748299	1	11.424217687
242.741405896	1	11.377777778
254.119183673	2	8.823582766
