0.914285714	1	3.765986395
4.694784580	1	2.764625850
7.481179138	1	4.114285714
11.617233560	1	3.780498866
15.404988662	1	2.626757370
18.039002268	1	4.302947846
22.356462585	1	0.558730159
22.944217687	1	0.159637188
23.118367347	1	0.464399093
23.597278912	1	0.152380952
23.749659864	1	0.297505669
24.047165533	1	0.224943311
24.279365079	1	0.108843537
24.402721088	1	0.602267574
25.019501134	1	0.094331066
25.135600907	1	0.275736961
25.425850340	1	0.195918367
25.643537415	1	0.108843537
25.752380952	1	0.551473923
26.325623583	1	0.108843537
26.456235828	1	0.261224490
26.724716553	1	0.239455782
26.978684807	1	0.087074830
27.051247166	1	0.595011338
27.639002268	1	0.123356009
27.776870748	1	3.693424036
31.484807256	1	2.634013605
34.118820862	1	4.295691610
38.436281179	1	3.824036281
42.260317460	1	2.677551020
44.952380952	1	4.230385488
49.197278912	1	3.824036281
53.043083900	1	2.641269841
55.698866213	1	4.252154195
59.972789116	1	3.780498866
63.767800454	1	2.692063492
66.467120181	1	4.237641723
70.719274376	1	3.773242630
74.499773243	1	3.925623583
78.439909297	1	2.946031746
81.400453515	1	3.918367347
85.333333333	1	2.597732426
87.931065760	1	4.317460317
92.263038549	1	3.751473923
96.029024943	1	2.641269841
98.692063492	1	4.237641723
102.944217687	1	3.816780045
106.775510204	1	2.634013605
109.416780045	1	4.288435374
113.726984127	1	3.693424036
117.434920635	1	2.590476190
120.039909297	1	4.288435374
124.937868481	1	3.258049887
128.210430839	1	2.713832200
130.931519274	1	4.237641723
135.183673469	1	3.845804989
139.043990930	1	2.655782313
141.714285714	1	4.244897959
145.980952381	1	3.773242630
149.775963719	1	2.648526077
152.446258503	1	4.288435374
156.756462585	1	3.657142857
160.420861678	1	2.800907029
163.243537415	1	4.056235828
167.314285714	1	3.932879819
171.261678005	1	2.684807256
173.960997732	1	1.625396825
177.828571429	1	0.399092971
178.234920635	1	3.722448980
181.971882086	1	2.728344671
184.714739229	1	2.184126984
188.596825397	1	0.377324263
188.974149660	1	3.744217687
192.732879819	1	2.735600907
195.490249433	1	4.157823129
199.669841270	1	3.802267574
203.486621315	1	2.619501134
