0.476009070	0	0.208979592
1.242267574	0	0.197369615
2.507755102	0	0.208979592
3.320453515	0	0.243809524
3.854512472	0	0.267029478
4.284081633	0	0.174149660
4.609160998	0	0.208979592
5.421859410	0	0.185759637
6.675736961	0	0.185759637
7.430385488	0	0.220589569
8.765532880	1	4.098321995
12.863854875	2	2.287165533
16.892517007	1	4.167981859
21.072108844	1	4.144761905
49.957732426	1	4.167981859
54.125714286	1	4.167981859
82.999727891	1	4.144761905
87.144489796	1	4.191201814
124.296417234	1	4.109931973
128.429569161	1	4.075102041
132.516281179	1	4.098321995
136.614603175	1	4.179591837
