0.026122449	1	0.339591837
0.365714286	2	1.436734694
4.623673469	3	1.175510204
8.751020408	3	2.873469388
19.356734694	3	3.160816327
60.029387755	3	1.436734694
64.313469388	3	2.795102041
97.567346939	1	1.436734694
104.568163265	3	1.332244898
106.971428571	3	0.313469388
108.460408163	3	3.056326531
126.693877551	3	1.488979592
130.847346939	3	2.899591837
160.000000000	3	1.515102041
164.336326531	3	2.716734694
193.410612245	3	1.253877551
197.668571429	3	2.768979592
204.460408163	3	1.358367347
208.718367347	3	2.847346939
219.454693878	3	3.056326531
