13.618503401	1	1.428027211
18.738503401	1	1.436734694
23.910748299	1	1.436734694
29.091700680	1	1.419319728
34.255238095	1	1.436734694
39.410068027	1	1.419319728
44.599727891	1	1.384489796
49.693605442	1	1.428027211
54.874557823	1	1.410612245
60.029387755	1	1.436734694
65.192925170	1	1.436734694
69.616326531	2	2.202993197
75.511292517	1	1.428027211
80.674829932	1	1.410612245
85.847074830	1	1.401904762
91.010612245	2	1.314829932
96.139319728	1	1.436734694
101.328979592	1	1.419319728
106.466394558	1	1.436734694
110.489251701	2	2.690612245
116.819591837	1	1.410612245
121.965714286	1	1.401904762
127.085714286	1	1.454149660
132.257959184	1	1.593469388
137.421496599	1	1.593469388
142.550204082	1	1.637006803
147.765986395	1	1.576054422
151.806258503	2	2.638367347
158.049523810	1	1.462857143
163.247891156	1	1.428027211
168.385306122	1	1.428027211
173.548843537	1	1.436734694
178.738503401	1	1.401904762
183.875918367	1	1.428027211
189.039455782	1	1.428027211
194.246530612	1	1.541224490
199.392653061	1	1.384489796
204.503945578	1	1.454149660
209.684897959	1	1.436734694
214.839727891	1	1.428027211
219.985850340	1	1.445442177
225.149387755	1	1.445442177
229.241904762	2	2.864761905
235.467755102	1	1.584761905
